,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
31,-141.58898185047707,-146.9152407480332,-142.91123291386603,-138.18858380704282,-143.7232201225191,-141.38904785090523,-145.46614209209798,-139.4215818435693,-148.12654327520485,-146.2954048035809,-148.8502591502348,-142.93385828059564,-142.53290278835493,-144.0050815136462,-145.4556135354309,-138.11460365178735,-140.94583092215626,-149.48987838735917,-142.1797657237689,-144.08229992130384,-141.96983628438204,-140.5840325787534,-143.42563654144072,-147.24122780177532,-145.95400271120388,-139.44176671115952,-142.36438241964373,-146.36110437411173,-140.61564656046937,-141.77699116095454
32,-141.66541871692434,-142.85363912065057,-139.11515544787616,-133.11690416882269,-141.60790077715933,-139.40931935738925,-143.41582199925827,-131.72660884137446,-145.85316777392634,-140.0747159156068,-150.94074711212212,-140.03942398662937,-138.79044281718092,-138.60412122575534,-139.8019120888687,-137.55545168512043,-131.7040181073034,-145.6429623512128,-141.269976986979,-139.7431022364916,-139.77627072094168,-134.67022969466316,-140.111857940706,-143.58937061946347,-139.68968557368987,-138.2336782082396,-137.94639987669714,-145.11809924169023,-135.9719323261377,-136.99106249598304
33,-143.50471560679,-139.21340222602973,-142.3324399424886,-134.09821755368387,-144.0037733237819,-138.87662150232143,-144.29567219538757,-135.82313021488073,-146.53437904424166,-136.64076527754017,-154.6315933374794,-143.7642919645717,-139.0498672181407,-139.81697247314287,-141.6176481682935,-143.0874844029354,-131.19700326951738,-145.46662188823458,-140.13926637251024,-138.78049663591844,-138.34024036540953,-139.37611254894617,-139.84924628336847,-141.49931905450265,-139.6567487403659,-140.34287592689125,-138.6982032196311,-146.68861393806208,-135.56731453244723,-136.84825040404536
34,-151.409510860919,-142.00546367345032,-151.62798496468676,-142.88608454695,-150.71825273941715,-148.66092880548294,-146.7421871529743,-150.2389509573448,-156.8941475367742,-147.51307150858813,-160.5300049996344,-152.12883693509812,-146.4570371684853,-147.89339982350154,-154.39237304817982,-152.3100269468891,-141.53889980491056,-148.5587505348531,-146.210425448143,-149.11755480213307,-148.51625710881305,-151.5751737632408,-150.17891213876263,-144.58800738472257,-151.65744579843417,-143.7568148139034,-146.26676305692402,-150.36119055049818,-147.7934209609795,-146.7234416365319
35,-157.5721585389841,-146.94908307569207,-156.64714730744157,-149.53182719077074,-155.6531288453047,-158.39798928181665,-150.35537996583042,-159.08742865607607,-160.17512211445543,-156.8091000824143,-159.56216426109816,-156.62064941786517,-153.0484796291163,-156.46033384424172,-159.12629989500948,-154.95387632812066,-149.46192949224016,-152.6767784416086,-151.72441657760163,-158.5087456509179,-154.96661337157477,-155.85287789035843,-153.98995119203664,-153.74364649201712,-158.73120085753865,-147.09298241575635,-154.93804395935953,-150.35129203787102,-155.7805832878239,-155.18546269488616
36,-151.053201150747,-146.33012702141082,-150.63311937753264,-150.04869138201371,-155.16676617218621,-153.9062116508386,-149.8586647032716,-153.76846674974485,-151.8282280740752,-149.51066455758942,-150.73067518695515,-153.06314229528516,-150.36116253094767,-152.30146909658833,-151.20665739521792,-149.22593035832827,-149.39681798572565,-150.82550565889161,-146.42174733602155,-154.18136608013154,-148.55686543329577,-152.99291484213123,-146.09163222631165,-155.20117423609835,-153.76061773312884,-149.06161796445113,-152.09233671401736,-145.3648926569005,-151.20630615283662,-150.1878752120503
37,-145.83844202789544,-143.15934968305103,-142.14371648374126,-145.03004267502226,-151.25540400976732,-147.66038675482238,-144.55719408687375,-145.90256989418236,-145.08193377269268,-141.82494732794234,-143.27497897765747,-145.74101495459377,-145.06794140408508,-142.17868197792475,-143.95311823377682,-142.58483971009494,-145.5960991399096,-144.29118243023478,-141.42233431429855,-146.6947861974777,-143.08027321809507,-147.47796723904264,-139.46799656872898,-147.87575732357564,-143.93809071722598,-147.59970277416207,-143.6315713531085,-140.9568198240987,-146.27674578867342,-140.12218649509666
38,-144.13429694761794,-138.0465550606432,-134.71645194572045,-141.17949510267238,-146.89871219180742,-141.5284737739927,-139.51260444110045,-141.3256022634063,-143.60260938624603,-136.5497752394774,-134.95789469631015,-140.25807155871817,-143.2137379548773,-132.01996252236356,-143.04446207968735,-137.3458523991938,-140.4927602002275,-136.6364127395311,-140.28327168872303,-140.57073341031509,-141.39460835132314,-140.2933841866976,-137.31986286214322,-146.02581142736037,-134.19572474382682,-141.38161030247156,-136.00898002999662,-137.6042069797203,-144.05589090826075,-134.03464713812238
39,-140.75051635765126,-137.16278679014158,-134.37785814122765,-136.88817506195352,-148.22502909678673,-138.9092716767834,-139.48319790472607,-137.65073706566133,-145.51703247619346,-135.37039654551944,-131.56471127546828,-141.46246130126232,-141.17650748516007,-128.44567028550262,-145.92159835332015,-135.40547927628052,-136.7562366890319,-134.48221191868146,-143.19105766256024,-142.26550390876935,-143.63294643945633,-136.29868314230816,-141.42945124616014,-145.46647469282465,-130.64976471082034,-135.88006255679613,-129.77633012581643,-137.82977551458197,-143.60403583108376,-132.77664105194597
40,-143.95359366883517,-143.98929209832102,-143.26519203850617,-140.7188740041191,-153.6428620677472,-145.4452626585141,-149.3122921638762,-145.89123000543066,-152.02719062377167,-145.97891943034216,-139.55981876745358,-148.42985716068796,-146.65888832206937,-138.5736532250469,-151.16537455810982,-141.33096099163654,-143.88409549968512,-144.64244451713992,-152.52193200767516,-152.4111743656251,-149.56106011032415,-143.24289340594547,-148.56895198575023,-148.2423425613803,-138.31685702901862,-142.60357516419367,-134.60021360192584,-145.67250131147128,-150.21774883908927,-139.83421204090394
41,-152.88207278271318,-150.31694175453868,-152.68737195899686,-151.46341378947258,-156.1843827302736,-154.00541739505164,-157.84347087205242,-156.1619017318851,-157.35524521123568,-155.84941911902774,-150.10474823467007,-153.21469486556845,-155.44886695202436,-151.35125919319924,-153.47914910413706,-153.0273314377559,-153.22239853104418,-154.61846918345245,-158.83451555171493,-158.23690280606215,-154.40476338769656,-153.9347824721719,-155.34783808670574,-153.95886673989182,-149.74155282345063,-152.88224237321583,-149.08812240763865,-151.9813371448896,-153.78401831102252,-147.55243105130936
42,-152.55391886043154,-148.6412911979369,-152.4796895771551,-153.2498771723408,-154.31938203053653,-152.92366735898122,-154.7029639486551,-150.3927997888973,-153.44326778840176,-154.728277404704,-152.5038816733772,-149.1637476967193,-152.84753129169496,-148.53912156874154,-150.63957294905356,-154.78381434547572,-150.60930083794403,-151.97143389027656,-153.8483225283066,-154.10509181880406,-151.81139501320442,-152.79850579154996,-155.43571185281004,-152.75847577446976,-151.11406481627887,-151.45041826844133,-154.9923077861289,-150.49217979930768,-149.239741686659,-146.76802333940284
43,-148.78907952333222,-141.9038731396771,-144.2269235670561,-149.18576272825865,-150.35396398161492,-146.88713391687006,-145.67394698390615,-141.83913905592135,-145.18824179394886,-145.31335952080798,-147.31016194406982,-142.38918500014634,-144.82757487898138,-143.04127472928496,-145.61097947783534,-146.36534932069202,-144.73950508539355,-148.8291160471033,-146.2206244334149,-147.05825254508542,-145.93937610250026,-147.9671291941403,-146.34391529915024,-148.7098754603172,-144.40593021399073,-140.96917691771776,-149.89306078999402,-145.20873152903977,-142.49762900167434,-143.01690285040218
44,-143.38614758154708,-137.43161309716868,-137.75920595018135,-145.59709746383876,-143.61281163819024,-139.4280807665736,-141.88408198449417,-139.57299076194,-137.71981522134212,-135.1754627113103,-139.00280409796304,-140.03578338663678,-141.8697074355849,-138.97914922446483,-138.68819730843762,-140.8916547500794,-142.29741685600223,-148.79771258836627,-142.08870982254683,-143.60452906154123,-143.25738907008488,-142.48798344131208,-138.95692545447608,-145.62221095057836,-141.41187688215848,-135.17901096484394,-144.43821795566078,-140.12583203543852,-141.7327140899165,-139.6354885560923
45,-142.0988053817676,-138.52942015644527,-135.07064819561555,-144.00415300760764,-137.9755125388296,-136.60455867177808,-144.71775428548557,-140.82304360822607,-135.6653799342918,-134.60457292055764,-131.63617496891783,-139.87993330837352,-138.06192745526914,-136.89194447876912,-138.65560750475044,-140.03013470540535,-146.04566605600357,-147.1540743026365,-140.24214645634748,-138.25789936085505,-140.72107627250153,-140.192405027324,-134.10627966464048,-142.80445940572628,-139.98977018276238,-131.60199662532077,-142.63471545868532,-135.4000096896583,-145.9363852422904,-135.1768178019992
46,-146.38896944077862,-148.72957608812146,-139.42035150923238,-149.2057589907593,-140.96359181028026,-142.82039152781877,-153.5049485769102,-143.39673973778625,-144.1003007845832,-140.30616036687786,-135.44663715446504,-143.8988183104003,-141.15962652738048,-142.6912595140765,-144.61852270073118,-141.33703342406162,-151.28062788267385,-148.565105161718,-145.2537546446932,-145.27073382221516,-140.4909357126766,-145.28952480581682,-136.44367408532855,-151.05429625754644,-141.1903530292399,-135.8313705201584,-145.4655073770044,-138.8204531522764,-152.92006974571143,-137.53288635205624
47,-151.63428864782,-159.37330721198052,-149.74069550921644,-152.96827041276902,-153.11374427742697,-151.5147402461142,-160.57908825778716,-150.69302233427138,-154.0445151448819,-148.18569060961187,-147.22177088953953,-151.4532414354444,-151.23238485890926,-152.57666070540634,-154.35730937535442,-150.4935626787612,-157.40964079523908,-155.6245297309216,-157.58567398407297,-156.06912341992432,-147.42678124742852,-156.0286806362991,-144.70542878998168,-160.8069730565742,-151.20031135495373,-150.87245883879953,-152.79096840531045,-147.74382448742875,-159.0474932720403,-149.0933394052932
48,-149.65501140161746,-158.42733439979955,-153.7189406187598,-151.52842323895567,-153.44448438792838,-153.53332872038413,-154.65812010917026,-152.34978720344094,-152.87556748356846,-148.45790156664788,-153.211820884422,-148.71407129630975,-154.76671266169248,-154.30336177530185,-152.09658323434172,-155.23326475892557,-155.8235933364373,-153.9488168156066,-158.41707901554352,-154.57542030537914,-149.46211531967543,-157.90392960572746,-152.2783498108575,-156.52194032991582,-152.93509211167498,-155.90026451153264,-155.60257252952303,-150.43334403295108,-157.49518017417125,-155.68063792150113
49,-142.00038350591907,-148.7562102005055,-147.1757229093944,-146.91009837636088,-143.8914475779306,-150.79454517887282,-144.52651829595683,-145.91094911058755,-148.12558026322668,-143.7676018067484,-146.6567340588713,-143.8300943121871,-146.72258915009974,-148.27188825060685,-142.8186828007723,-149.6784231195791,-146.97447579990168,-147.02275700886707,-151.34297200529133,-149.05023006615448,-141.6830261153805,-149.99691662260997,-150.74671279366143,-146.15576211920876,-147.67423248868852,-147.19110219063379,-150.53829032995642,-147.80356265701715,-149.13700368542163,-148.1306368965078
